2599.5,0.01
3399.6,0.015001
4600,0.02
4999.9,0.025
6599.8,0.03
7800,0.035
8600,0.04
10600,0.045
12200,0.05
13800,0.055
15400,0.06
17000,0.065
18200,0.07
19800,0.075
21000,0.08
22600,0.085
23800,0.09
25400,0.095
26200,0.1
27800,0.105
28600,0.11
29200,0.115
31400,0.12
31800,0.125
32000,0.13
33400,0.135
34200,0.14
35800,0.145
35200,0.15
38200,0.155
46000,0.17
45800,0.165
47800,0.16
49400,0.155
51800,0.15
55000,0.145
59600,0.14
66500,0.135
